Season,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1
2018-2019,Quincy Pondexter,SF,30,SAS,53,292,0.5,10.9,0.69,0.431,0.121,0.103,0.034,0.31,0.575,0.68,0.429,0.333,0.5,0.333,0.652,1.0,0.069,3,0.5,0.333,0,0
2018-2019,Quinn Cook,PG,25,GSW,74,1059,0.465,17.5,0.544,0.157,0.08900000000000001,0.118,0.18,0.456,0.515,0.609,0.436,0.442,0.519,0.405,0.407,0.815,0.002,0,0.205,0.439,1,0
2018-2019,R.J. Hunter,SG,25,BOS,1,26,0.462,23.2,0.231,0.077,0.077,0.077,0.0,0.769,0.667,1.0,0.0,1.0,0.0,0.4,0.5,0.75,0.077,1,0.0,0.0,0,0
2018-2019,Rajon Rondo,PG,32,LAL,46,1369,0.405,12.5,0.6709999999999999,0.35,0.183,0.058,0.081,0.329,0.428,0.55,0.29100000000000004,0.24,0.343,0.359,0.16899999999999998,0.471,0.009000000000000001,4,0.162,0.217,1,0
2018-2019,Raul Neto,PG,26,UTA,37,474,0.46,12.9,0.627,0.304,0.161,0.124,0.037000000000000005,0.373,0.535,0.6940000000000001,0.385,0.45,0.16699999999999998,0.333,0.278,0.8,0.0,0,0.35,0.381,0,0
2018-2019,Rawle Alkins,SG,21,CHI,10,120,0.333,10.1,0.6920000000000001,0.385,0.282,0.026,0.0,0.308,0.37,0.5329999999999999,0.182,0.0,0.0,0.25,0.7,1.0,0.026,1,0.333,0.5,0,0
2018-2019,Ray Spalding,PF,21,PHO,13,147,0.532,4.7,0.936,0.617,0.255,0.064,0.0,0.064,0.568,0.621,0.417,0.667,0.0,0.0,0.64,0.0,0.213,7,0.333,0.0,0,0
2018-2019,Ray Spalding,PF,21,TOT,14,148,0.532,4.7,0.936,0.617,0.255,0.064,0.0,0.064,0.568,0.621,0.417,0.667,0.0,0.0,0.64,0.0,0.213,7,0.333,0.0,0,0
2018-2019,Ray Spalding,PF,21,DAL,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Raymond Felton,PG,34,OKC,33,379,0.407,18.1,0.5479999999999999,0.104,0.156,0.08900000000000001,0.2,0.452,0.473,0.5710000000000001,0.476,0.25,0.519,0.328,0.086,0.9,0.0,0,0.16399999999999998,0.4,1,0
2018-2019,Reggie Bullock,SG,27,DET,44,1355,0.413,20.0,0.333,0.116,0.077,0.061,0.079,0.667,0.463,0.608,0.294,0.333,0.514,0.388,0.75,0.956,0.005,2,0.238,0.457,0,0
2018-2019,Reggie Bullock,SG,27,LAL,19,524,0.412,20.2,0.353,0.098,0.039,0.098,0.118,0.647,0.537,0.6,0.667,0.333,0.611,0.343,0.897,0.941,0.0,0,0.32299999999999995,0.281,0,0
2018-2019,Reggie Bullock,SG,27,TOT,63,1879,0.412,20.0,0.338,0.111,0.067,0.071,0.08900000000000001,0.662,0.483,0.606,0.35,0.333,0.547,0.377,0.794,0.953,0.003,2,0.26,0.402,0,0
2018-2019,Reggie Jackson,PG,28,DET,82,2289,0.421,16.5,0.55,0.138,0.206,0.113,0.094,0.45,0.464,0.583,0.394,0.4320000000000001,0.48,0.369,0.187,0.7929999999999999,0.016,14,0.172,0.407,4,0
2018-2019,Richaun Holmes,C,25,PHO,70,1184,0.608,3.5,1.0,0.633,0.279,0.08199999999999999,0.005,0.0,0.608,0.7490000000000001,0.373,0.3670000000000001,0.0,0.0,0.77,0.0,0.277,95,0.0,0.0,0,0
2018-2019,Ricky Rubio,PG,28,UTA,68,1899,0.404,14.6,0.652,0.226,0.129,0.149,0.14800000000000002,0.348,0.454,0.5820000000000001,0.383,0.339,0.435,0.311,0.389,0.873,0.0,0,0.287,0.37,1,0
2018-2019,Robert Covington,SF,28,PHI,13,440,0.4270000000000001,19.7,0.342,0.13699999999999998,0.094,0.034,0.077,0.6579999999999999,0.5,0.813,0.364,0.25,0.222,0.39,0.9,1.0,0.043,5,0.065,0.0,0,0
2018-2019,Robert Covington,SF,28,MIN,22,763,0.433,18.1,0.396,0.188,0.094,0.045,0.069,0.604,0.526,0.63,0.435,0.364,0.471,0.3720000000000001,0.6859999999999999,0.909,0.037000000000000005,7,0.149,0.545,0,0
2018-2019,Robert Covington,SF,28,TOT,35,1203,0.431,18.6,0.378,0.171,0.094,0.041,0.07200000000000001,0.622,0.518,0.677,0.412,0.333,0.385,0.378,0.746,0.941,0.039,12,0.12,0.444,0,0
2018-2019,Robert Williams,C,21,BOS,32,283,0.706,2.6,1.0,0.8240000000000001,0.098,0.059,0.02,0.0,0.706,0.7859999999999999,0.4,0.333,0.0,0.0,0.861,0.0,0.608,26,0.0,0.0,0,0
2018-2019,Robin Lopez,C,30,CHI,74,1606,0.568,6.3,0.942,0.37,0.469,0.05,0.052000000000000005,0.058,0.589,0.7120000000000001,0.5379999999999999,0.519,0.25,0.226,0.569,1.0,0.079,38,0.032,0.0,0,0
2018-2019,Rodions Kurucs,SF,20,BRK,63,1294,0.45,12.5,0.59,0.419,0.136,0.016,0.02,0.41,0.5429999999999999,0.644,0.295,0.28600000000000003,0.333,0.315,0.59,0.914,0.122,47,0.228,0.381,4,0
2018-2019,Rodney Hood,SG,26,POR,27,659,0.452,16.4,0.613,0.12,0.166,0.161,0.166,0.387,0.519,0.731,0.444,0.5429999999999999,0.417,0.345,0.406,0.759,0.028,3,0.238,0.45,0,0
2018-2019,Rodney Hood,SG,26,TOT,72,1893,0.435,16.0,0.648,0.116,0.182,0.16399999999999998,0.18600000000000005,0.35200000000000004,0.478,0.718,0.385,0.464,0.4320000000000001,0.35600000000000004,0.404,0.7140000000000001,0.021,10,0.267,0.429,1,0
2018-2019,Rodney Hood,SG,26,CLE,45,1234,0.4270000000000001,15.8,0.665,0.115,0.189,0.165,0.196,0.335,0.46,0.7120000000000001,0.36,0.4270000000000001,0.438,0.362,0.403,0.691,0.018000000000000002,7,0.28300000000000003,0.419,1,0
2018-2019,Rodney McGruder,SG,27,MIA,66,1550,0.403,15.2,0.512,0.197,0.217,0.08199999999999999,0.015,0.488,0.453,0.5820000000000001,0.4,0.316,0.28600000000000003,0.35100000000000003,0.43,0.937,0.013,5,0.342,0.364,1,0
2018-2019,Ron Baker,SG,25,WAS,4,45,0.0,25.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0,0
2018-2019,Ron Baker,SG,25,NYK,11,107,0.25,16.6,0.438,0.313,0.0,0.0,0.125,0.563,0.429,0.4,0.0,0.0,0.5,0.111,0.333,1.0,0.0,0,0.333,0.0,0,0
2018-2019,Ron Baker,SG,25,TOT,15,152,0.2,18.4,0.35,0.25,0.0,0.0,0.1,0.65,0.429,0.4,0.0,0.0,0.5,0.077,0.333,1.0,0.0,0,0.385,0.0,0,0
2018-2019,Rondae Hollis-Jefferson,SF,24,BRK,59,1234,0.411,6.6,0.899,0.47,0.292,0.129,0.008,0.101,0.436,0.5589999999999999,0.324,0.254,0.25,0.184,0.7120000000000001,1.0,0.045,19,0.7140000000000001,0.229,0,0
2018-2019,Royce O'Neale,SF,25,UTA,82,1671,0.475,14.9,0.487,0.332,0.108,0.035,0.012,0.513,0.569,0.7020000000000001,0.27,0.25,0.5,0.386,0.747,0.985,0.09,22,0.42,0.365,5,0
2018-2019,Rudy Gay,PF,32,SAS,69,1842,0.504,13.2,0.753,0.193,0.225,0.185,0.15,0.247,0.537,0.639,0.446,0.5720000000000001,0.5,0.402,0.394,0.892,0.058,34,0.315,0.483,3,0
2018-2019,Rudy Gobert,C,26,UTA,81,2577,0.669,2.2,1.0,0.815,0.16699999999999998,0.011,0.006999999999999999,0.0,0.669,0.743,0.361,0.125,0.2,0.0,0.735,0.0,0.479,306,0.0,0.0,0,0
2018-2019,Russell Westbrook,PG,30,OKC,73,2630,0.428,12.5,0.721,0.361,0.08800000000000001,0.14300000000000002,0.129,0.279,0.481,0.65,0.208,0.333,0.358,0.29,0.17,0.613,0.029,33,0.119,0.3670000000000001,0,0
2018-2019,Ryan Anderson,PF,30,MIA,10,44,0.222,24.3,0.333,0.222,0.0,0.0,0.111,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0,0.333,0.5,1,0
2018-2019,Ryan Anderson,PF,30,PHO,15,278,0.317,18.7,0.433,0.2,0.0,0.117,0.117,0.5670000000000001,0.462,0.583,0.0,0.14300000000000002,0.5710000000000001,0.206,0.5,1.0,0.033,1,0.147,0.0,0,0
2018-2019,Ryan Anderson,PF,30,TOT,25,322,0.304,19.4,0.42,0.203,0.0,0.101,0.116,0.58,0.414,0.5,0.0,0.14300000000000002,0.5,0.225,0.5,1.0,0.029,1,0.175,0.14300000000000002,1,0
2018-2019,Ryan Arcidiacono,PG,24,CHI,81,1961,0.447,16.8,0.481,0.172,0.165,0.091,0.053,0.519,0.527,0.597,0.449,0.579,0.455,0.373,0.264,0.8640000000000001,0.0,0,0.226,0.469,0,0
2018-2019,Ryan Broekhoff,SG,28,DAL,42,453,0.452,20.2,0.262,0.151,0.048,0.04,0.024,0.738,0.5760000000000001,0.684,0.333,0.2,1.0,0.409,0.789,0.974,0.016,2,0.312,0.517,1,0
2018-2019,Salah Mejri,C,32,DAL,36,399,0.491,10.1,0.696,0.5,0.14300000000000002,0.009000000000000001,0.045,0.304,0.564,0.6609999999999999,0.438,0.0,0.0,0.324,0.727,1.0,0.214,22,0.118,0.5,0,0
2018-2019,Sam Dekker,PF,24,WAS,38,619,0.471,9.5,0.764,0.519,0.139,0.038,0.067,0.236,0.528,0.6759999999999999,0.138,0.375,0.28600000000000003,0.28600000000000003,0.738,0.929,0.13,26,0.245,0.333,0,0
2018-2019,Sam Dekker,PF,24,TOT,47,788,0.469,9.6,0.758,0.516,0.129,0.047,0.066,0.242,0.521,0.674,0.121,0.25,0.294,0.306,0.723,0.947,0.13699999999999998,33,0.226,0.35700000000000004,0,0
2018-2019,Sam Dekker,PF,24,CLE,9,169,0.458,10.2,0.7290000000000001,0.5,0.083,0.083,0.063,0.271,0.486,0.667,0.0,0.0,0.333,0.385,0.647,1.0,0.16699999999999998,7,0.154,0.5,0,0
2018-2019,Scott Machado,PG,28,LAL,4,19,0.667,8.3,0.833,0.667,0.0,0.0,0.16699999999999998,0.16699999999999998,0.6,0.75,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Semi Ojeleye,PF,24,BOS,56,594,0.424,16.7,0.4370000000000001,0.272,0.076,0.044,0.044,0.563,0.565,0.721,0.417,0.14300000000000002,0.28600000000000003,0.315,0.6920000000000001,0.929,0.057,9,0.36,0.344,1,0
2018-2019,Serge Ibaka,C,29,TOR,74,2010,0.529,11.8,0.807,0.259,0.229,0.152,0.168,0.193,0.586,0.758,0.517,0.474,0.517,0.29,0.7879999999999999,0.98,0.09,71,0.107,0.333,0,0
2018-2019,Seth Curry,SG,28,POR,74,1399,0.456,19.0,0.46,0.116,0.077,0.077,0.189,0.54,0.463,0.593,0.417,0.5,0.386,0.45,0.455,0.8320000000000001,0.002,1,0.187,0.489,0,0
2018-2019,Shabazz Napier,PG,27,BRK,56,983,0.389,17.2,0.476,0.189,0.11,0.094,0.083,0.524,0.449,0.585,0.292,0.415,0.389,0.333,0.237,0.5920000000000001,0.0,0,0.118,0.37,1,0
2018-2019,Shai Gilgeous-Alexander,PG,20,LAC,82,2174,0.476,11.2,0.8059999999999999,0.314,0.161,0.222,0.109,0.194,0.503,0.631,0.417,0.415,0.436,0.3670000000000001,0.31,0.902,0.028,19,0.46,0.406,1,0
2018-2019,Shake Milton,SG,22,PHI,20,268,0.391,16.3,0.494,0.23,0.115,0.057,0.092,0.506,0.465,0.6,0.2,0.6,0.375,0.318,0.75,0.929,0.011,1,0.295,0.308,0,0
2018-2019,Shaquille Harrison,SG,25,CHI,73,1430,0.4320000000000001,8.4,0.7909999999999999,0.528,0.185,0.052000000000000005,0.026,0.209,0.475,0.578,0.29100000000000004,0.227,0.182,0.27,0.388,0.875,0.038,14,0.337,0.267,3,0
2018-2019,Shaun Livingston,PG,33,GSW,64,967,0.519,8.8,0.99,0.31,0.219,0.419,0.043,0.01,0.524,0.677,0.478,0.4320000000000001,0.556,0.0,0.541,0.0,0.124,23,0.0,0.0,2,0
2018-2019,Shelvin Mack,PG,28,TOT,57,1246,0.404,13.1,0.677,0.268,0.196,0.119,0.094,0.32299999999999995,0.429,0.611,0.342,0.313,0.237,0.354,0.47,0.5429999999999999,0.0,0,0.16899999999999998,0.273,0,0
2018-2019,Shelvin Mack,PG,28,MEM,53,1204,0.414,13.2,0.6709999999999999,0.272,0.193,0.113,0.093,0.329,0.441,0.613,0.34700000000000003,0.341,0.25,0.359,0.461,0.5429999999999999,0.0,0,0.172,0.273,0,0
2018-2019,Shelvin Mack,PG,28,CHO,4,42,0.14300000000000002,11.6,0.857,0.14300000000000002,0.28600000000000003,0.28600000000000003,0.14300000000000002,0.14300000000000002,0.16699999999999998,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Sindarius Thornwell,SG,24,LAC,64,313,0.34700000000000003,10.2,0.6940000000000001,0.327,0.34700000000000003,0.02,0.0,0.306,0.412,0.563,0.294,0.0,0.0,0.2,0.7859999999999999,1.0,0.0,0,0.467,0.14300000000000002,0,0
2018-2019,Skal Labissière,PF,22,POR,9,63,0.684,8.1,0.895,0.421,0.211,0.158,0.105,0.105,0.647,0.75,0.75,0.333,0.5,1.0,0.182,0.0,0.263,5,0.0,0.0,0,0
2018-2019,Skal Labissière,PF,22,SAC,13,113,0.433,12.8,0.633,0.3,0.233,0.033,0.067,0.3670000000000001,0.474,0.667,0.14300000000000002,1.0,0.5,0.364,0.667,1.0,0.2,5,0.091,0.0,0,0
2018-2019,Skal Labissière,PF,22,TOT,22,176,0.531,10.9,0.735,0.34700000000000003,0.224,0.08199999999999999,0.08199999999999999,0.265,0.556,0.706,0.364,0.5,0.5,0.462,0.4,0.667,0.224,10,0.077,0.0,0,0
2018-2019,Solomon Hill,SF,27,NOP,44,878,0.382,16.7,0.433,0.23,0.112,0.056,0.034,0.5670000000000001,0.468,0.61,0.3,0.4,0.16699999999999998,0.317,0.6940000000000001,1.0,0.045,7,0.366,0.378,1,0
2018-2019,Spencer Dinwiddie,PG,25,BRK,68,1914,0.442,14.4,0.5529999999999999,0.281,0.185,0.064,0.023,0.447,0.528,0.648,0.399,0.453,0.316,0.335,0.165,0.556,0.021,15,0.168,0.403,5,1
2018-2019,Stanley Johnson,SF,22,TOT,66,1208,0.389,15.4,0.511,0.239,0.166,0.075,0.032,0.489,0.484,0.5429999999999999,0.452,0.455,0.28600000000000003,0.28800000000000003,0.321,0.935,0.011,5,0.321,0.304,3,0
2018-2019,Stanley Johnson,SF,22,DET,48,961,0.381,15.8,0.481,0.226,0.16,0.07400000000000001,0.02,0.519,0.488,0.544,0.482,0.385,0.28600000000000003,0.282,0.317,0.961,0.011,4,0.32,0.293,1,0
2018-2019,Stanley Johnson,SF,22,NOP,18,247,0.418,13.8,0.626,0.28600000000000003,0.187,0.077,0.077,0.374,0.474,0.5379999999999999,0.353,0.7140000000000001,0.28600000000000003,0.324,0.333,0.818,0.011,1,0.324,0.364,2,0
2018-2019,Stephen Curry,PG,30,GSW,69,2331,0.472,19.7,0.396,0.14300000000000002,0.096,0.046,0.11,0.604,0.525,0.649,0.488,0.419,0.439,0.4370000000000001,0.464,0.6890000000000001,0.002,1,0.14800000000000002,0.517,11,1
2018-2019,Sterling Brown,SG,23,MIL,58,1034,0.465,14.0,0.529,0.375,0.103,0.026,0.026,0.471,0.5579999999999999,0.632,0.344,0.625,0.25,0.361,0.674,0.962,0.051,13,0.374,0.527,2,0
2018-2019,Steven Adams,C,25,OKC,80,2669,0.595,3.5,0.998,0.645,0.294,0.058,0.0,0.002,0.596,0.667,0.458,0.511,0.0,0.0,0.642,0.0,0.19,131,0.0,0.0,2,0
2018-2019,Sviatoslav Mykhailiuk,SF,21,DET,3,20,0.25,16.6,0.5,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.125,0,0.25,1.0,0,0
2018-2019,Sviatoslav Mykhailiuk,SF,21,TOT,42,440,0.329,19.3,0.364,0.157,0.057,0.043,0.107,0.636,0.333,0.455,0.125,0.333,0.267,0.326,0.706,0.966,0.021,2,0.247,0.364,0,0
2018-2019,Sviatoslav Mykhailiuk,SF,21,LAL,39,420,0.333,19.4,0.35600000000000004,0.152,0.061,0.045,0.098,0.644,0.362,0.5,0.125,0.333,0.308,0.318,0.706,0.963,0.015,2,0.247,0.333,0,0
2018-2019,T.J. Leaf,PF,21,IND,58,522,0.541,8.1,0.831,0.421,0.311,0.08199999999999999,0.016,0.16899999999999998,0.599,0.727,0.526,0.267,0.333,0.258,0.604,0.875,0.087,16,0.226,0.28600000000000003,0,0
2018-2019,T.J. McConnell,PG,26,PHI,76,1470,0.525,10.9,0.9,0.232,0.217,0.313,0.138,0.1,0.546,0.691,0.495,0.481,0.534,0.333,0.403,1.0,0.0,0,0.5479999999999999,0.348,0,0
2018-2019,T.J. Warren,SF,25,PHO,43,1360,0.486,12.1,0.705,0.3,0.203,0.146,0.057,0.295,0.51,0.672,0.395,0.438,0.257,0.428,0.55,0.8959999999999999,0.033,19,0.3,0.481,0,0
2018-2019,Tahjere McCall,SG,24,BRK,1,8,0.667,8.7,0.667,0.667,0.0,0.0,0.0,0.333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0,0
2018-2019,Taj Gibson,PF,33,MIN,70,1686,0.5660000000000001,5.9,0.937,0.547,0.248,0.069,0.073,0.063,0.583,0.69,0.421,0.405,0.487,0.324,0.669,1.0,0.104,55,0.765,0.385,1,0
2018-2019,Taurean Prince,SF,24,ATL,55,1552,0.441,16.9,0.47,0.173,0.118,0.109,0.069,0.53,0.498,0.6890000000000001,0.371,0.4,0.39,0.39,0.453,0.8540000000000001,0.019,10,0.34600000000000003,0.413,3,0
2018-2019,Terrance Ferguson,SG,20,OKC,74,1931,0.429,18.2,0.327,0.206,0.046,0.028,0.046,0.6729999999999999,0.56,0.742,0.2,0.333,0.25,0.366,0.873,1.0,0.065,24,0.514,0.403,0,0
2018-2019,Terrence Jones,PF,27,HOU,2,5,0.25,13.8,0.5,0.25,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Terrence Ross,SG,27,ORL,81,2150,0.428,20.7,0.449,0.068,0.049,0.104,0.228,0.551,0.484,0.7,0.46,0.43,0.449,0.383,0.713,0.765,0.028,24,0.092,0.462,7,0
2018-2019,Terry Rozier,PG,24,BOS,79,1791,0.387,17.0,0.494,0.168,0.13699999999999998,0.098,0.092,0.506,0.422,0.634,0.297,0.369,0.279,0.353,0.36,0.7390000000000001,0.027000000000000003,15,0.187,0.413,0,0
2018-2019,Thabo Sefolosha,SF,34,UTA,50,609,0.477,15.5,0.477,0.262,0.107,0.04,0.067,0.523,0.521,0.59,0.5,0.333,0.4,0.436,0.8109999999999999,0.971,0.04,4,0.564,0.4320000000000001,0,0
2018-2019,Thaddeus Young,PF,30,IND,81,2489,0.527,7.8,0.826,0.464,0.287,0.039,0.037000000000000005,0.174,0.564,0.679,0.456,0.303,0.226,0.349,0.5539999999999999,0.941,0.05,36,0.445,0.354,2,0
2018-2019,Theo Pinson,SG,23,BRK,18,211,0.342,19.0,0.37,0.17800000000000002,0.123,0.027000000000000003,0.041,0.63,0.481,0.769,0.222,0.0,0.333,0.261,0.308,0.75,0.014,1,0.065,0.333,1,0
2018-2019,Thomas Bryant,C,21,WAS,72,1496,0.616,9.0,0.8029999999999999,0.51,0.145,0.058,0.09,0.197,0.685,0.82,0.466,0.414,0.444,0.333,0.7829999999999999,0.97,0.249,117,0.101,0.2,0,0
2018-2019,Thomas Welsh,C,22,DEN,11,36,0.5379999999999999,20.2,0.462,0.077,0.0,0.231,0.154,0.5379999999999999,0.667,1.0,0.0,0.667,0.5,0.429,1.0,1.0,0.077,1,0.0,0.0,0,0
2018-2019,Thon Maker,PF,21,DET,29,563,0.373,16.3,0.44,0.224,0.134,0.037000000000000005,0.045,0.56,0.458,0.6,0.389,0.2,0.16699999999999998,0.307,0.815,1.0,0.097,12,0.44,0.273,0,0
2018-2019,Thon Maker,C-PF,21,TOT,64,972,0.407,16.2,0.429,0.257,0.112,0.026,0.034,0.5710000000000001,0.522,0.623,0.4,0.429,0.222,0.32,0.85,1.0,0.104,24,0.431,0.379,0,0
2018-2019,Thon Maker,C,21,MIL,35,409,0.44,16.1,0.418,0.29100000000000004,0.09,0.015,0.022,0.5820000000000001,0.589,0.6409999999999999,0.417,1.0,0.333,0.333,0.879,1.0,0.112,12,0.423,0.485,0,0
2018-2019,Tim Frazier,PG,28,MIL,12,211,0.424,14.5,0.636,0.227,0.136,0.152,0.121,0.364,0.429,0.667,0.0,0.4,0.5,0.417,0.222,0.7,0.015,1,0.208,0.2,0,0
2018-2019,Tim Frazier,PG,28,NOP,47,909,0.451,14.2,0.605,0.287,0.118,0.118,0.08199999999999999,0.395,0.517,0.643,0.391,0.478,0.313,0.35100000000000003,0.443,0.852,0.0,0,0.247,0.526,0,0
2018-2019,Tim Frazier,PG,28,TOT,59,1120,0.444,14.3,0.613,0.272,0.123,0.126,0.092,0.387,0.494,0.648,0.281,0.455,0.375,0.366,0.392,0.8109999999999999,0.004,1,0.238,0.458,0,0
2018-2019,Tim Hardaway Jr.,SG,26,TOT,65,2057,0.393,17.4,0.52,0.162,0.11,0.113,0.135,0.48,0.442,0.584,0.321,0.42,0.388,0.34,0.425,0.728,0.016,14,0.115,0.345,2,0
2018-2019,Tim Hardaway Jr.,SG,26,NYK,46,1499,0.388,17.4,0.536,0.168,0.106,0.107,0.154,0.464,0.424,0.557,0.299,0.41,0.375,0.34700000000000003,0.35200000000000004,0.675,0.012,8,0.077,0.269,1,0
2018-2019,Tim Hardaway Jr.,SG,26,DAL,19,558,0.404,17.6,0.476,0.146,0.12,0.127,0.08199999999999999,0.524,0.496,0.667,0.375,0.441,0.455,0.321,0.619,0.867,0.026,6,0.207,0.414,1,0
2018-2019,Timothé Luwawu-Cabarrot,SF,23,CHI,29,546,0.394,16.1,0.463,0.29100000000000004,0.057,0.046,0.069,0.537,0.469,0.608,0.0,0.25,0.417,0.33,0.6579999999999999,1.0,0.04,5,0.3720000000000001,0.371,1,0
2018-2019,Timothé Luwawu-Cabarrot,SF,23,TOT,50,669,0.376,15.8,0.468,0.312,0.05,0.046,0.06,0.532,0.451,0.574,0.0,0.2,0.385,0.31,0.674,1.0,0.037000000000000005,5,0.397,0.37,1,0
2018-2019,Timothé Luwawu-Cabarrot,SF,23,OKC,21,123,0.302,14.6,0.488,0.395,0.023,0.047,0.023,0.512,0.381,0.471,0.0,0.0,0.0,0.227,0.75,1.0,0.023,0,0.5,0.364,0,0
2018-2019,Tobias Harris,PF,26,PHI,27,944,0.469,13.4,0.662,0.256,0.18,0.14800000000000002,0.078,0.338,0.542,0.667,0.472,0.424,0.516,0.326,0.51,0.795,0.07,25,0.193,0.385,1,0
2018-2019,Tobias Harris,PF,26,LAC,55,1903,0.496,13.4,0.698,0.235,0.198,0.163,0.103,0.302,0.523,0.657,0.456,0.439,0.477,0.434,0.34,0.813,0.036000000000000004,30,0.159,0.488,2,0
2018-2019,Tobias Harris,PF,26,TOT,82,2847,0.487,13.4,0.687,0.242,0.192,0.158,0.095,0.313,0.528,0.66,0.461,0.434,0.487,0.397,0.393,0.8079999999999999,0.047,55,0.17,0.448,3,0
2018-2019,Tomáš Satoranský,PG,27,WAS,80,2164,0.485,12.2,0.6940000000000001,0.317,0.198,0.104,0.075,0.306,0.524,0.7020000000000001,0.448,0.255,0.35,0.395,0.477,0.969,0.055,25,0.265,0.3720000000000001,2,0
2018-2019,Tony Bradley,C,21,UTA,3,36,0.5,3.1,1.0,0.688,0.25,0.063,0.0,0.0,0.5,0.636,0.25,0.0,0.0,0.0,0.625,0.0,0.063,1,0.0,0.0,0,0
2018-2019,Tony Parker,PG,36,CHO,56,1003,0.46,11.3,0.89,0.305,0.192,0.134,0.259,0.11,0.485,0.5820000000000001,0.404,0.565,0.392,0.255,0.145,1.0,0.0,0,0.157,0.375,2,0
2018-2019,Tony Snell,SF,27,MIL,74,1304,0.452,16.8,0.435,0.241,0.1,0.047,0.047,0.565,0.522,0.701,0.333,0.294,0.235,0.397,0.732,0.938,0.044,15,0.304,0.435,1,0
2018-2019,Torrey Craig,SF,28,DEN,75,1503,0.442,14.5,0.481,0.326,0.105,0.03,0.019,0.519,0.569,0.703,0.289,0.364,0.14300000000000002,0.324,0.6970000000000001,0.934,0.086,27,0.388,0.37,0,0
2018-2019,Trae Young,PG,20,ATL,81,2503,0.418,14.9,0.616,0.265,0.14300000000000002,0.146,0.063,0.384,0.477,0.562,0.419,0.448,0.316,0.324,0.211,0.423,0.0,0,0.037000000000000005,0.389,1,0
2018-2019,Treveon Graham,SG,25,BRK,35,715,0.335,19.3,0.33,0.11,0.115,0.094,0.01,0.67,0.413,0.524,0.318,0.444,0.0,0.297,0.654,1.0,0.0,0,0.305,0.205,0,0
2018-2019,Trevon Duval,PG,20,MIL,3,6,0.667,13.3,0.667,0.333,0.0,0.333,0.0,0.333,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,0,0
2018-2019,Trevor Ariza,SF,33,TOT,69,2349,0.399,16.6,0.41,0.262,0.091,0.023,0.034,0.59,0.493,0.611,0.224,0.294,0.44,0.334,0.617,0.917,0.042,29,0.297,0.395,1,0
2018-2019,Trevor Ariza,SF,33,PHO,26,884,0.379,16.8,0.388,0.251,0.097,0.013,0.026,0.612,0.409,0.491,0.227,0.0,0.5,0.36,0.472,0.94,0.04,9,0.28800000000000003,0.4,0,0
2018-2019,Trevor Ariza,SF,33,WAS,43,1465,0.409,16.5,0.42,0.267,0.08800000000000001,0.028,0.037000000000000005,0.58,0.528,0.662,0.222,0.35700000000000004,0.421,0.322,0.664,0.905,0.043,20,0.302,0.393,1,0
2018-2019,Trey Burke,PG,26,TOT,58,1125,0.431,14.2,0.71,0.208,0.168,0.168,0.166,0.29,0.463,0.605,0.402,0.359,0.451,0.35200000000000004,0.139,0.6609999999999999,0.002,1,0.145,0.348,3,0
2018-2019,Trey Burke,PG,26,DAL,25,436,0.463,14.4,0.616,0.205,0.195,0.132,0.084,0.384,0.53,0.667,0.378,0.52,0.563,0.35600000000000004,0.145,0.731,0.0,0,0.205,0.467,0,0
2018-2019,Trey Burke,PG,26,NYK,33,689,0.413,14.2,0.76,0.209,0.154,0.187,0.209,0.24,0.434,0.573,0.418,0.299,0.4270000000000001,0.349,0.136,0.6,0.003,1,0.093,0.125,3,0
2018-2019,Trey Lyles,PF,23,DEN,64,1120,0.418,13.8,0.596,0.263,0.202,0.08900000000000001,0.042,0.404,0.529,0.731,0.35,0.341,0.524,0.255,0.622,0.941,0.055,25,0.16,0.406,2,0
2018-2019,Tristan Thompson,C,27,CLE,43,1198,0.529,4.8,1.0,0.461,0.411,0.108,0.021,0.0,0.529,0.594,0.506,0.39,0.25,0.0,0.502,0.0,0.1,30,0.0,0.0,0,0
